Atualizado em: 2020-07-01
"PROD_CODI";"ORG_CODI";"PROD_NOME";"ORG_NOME";"ORG_NABREV";"PRODT_DESCR"
0000232;002647;310G;TEXTRON AVIATION INC.;TEXTRON;Avião
0000233;002647;310H;TEXTRON AVIATION INC.;TEXTRON;Avião
0000234;002647;310I;TEXTRON AVIATION INC.;TEXTRON;Avião
0000235;002647;310J;TEXTRON AVIATION INC.;TEXTRON;Avião
0000237;002647;310K;TEXTRON AVIATION INC.;TEXTRON;Avião
0000238;002647;310L;TEXTRON AVIATION INC.;TEXTRON;Avião
0000239;002647;310N;TEXTRON AVIATION INC.;TEXTRON;Avião
0000240;002647;310P;TEXTRON AVIATION INC.;TEXTRON;Avião
0000241;002647;310Q;TEXTRON AVIATION INC.;TEXTRON;Avião
0000242;002647;310R;TEXTRON AVIATION INC.;TEXTRON;Avião
0000246;002647;320A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000248;002647;320C;TEXTRON AVIATION INC.;TEXTRON;Avião
0000250;002647;320E;TEXTRON AVIATION INC.;TEXTRON;Avião
0000255;002647;336;TEXTRON AVIATION INC.;TEXTRON;Avião
0000257;002647;337A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000259;002647;337C;TEXTRON AVIATION INC.;TEXTRON;Avião
0000260;002647;337D;TEXTRON AVIATION INC.;TEXTRON;Avião
0000263;002647;337G;TEXTRON AVIATION INC.;TEXTRON;Avião
0000265;002647;340;TEXTRON AVIATION INC.;TEXTRON;Avião
0000266;002647;340A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000268;002647;35;TEXTRON AVIATION INC.;TEXTRON;Avião
0000269;002647;35-33;TEXTRON AVIATION INC.;TEXTRON;Avião
0000270;002647;35-A33;TEXTRON AVIATION INC.;TEXTRON;Avião
0000271;002647;35-B33;TEXTRON AVIATION INC.;TEXTRON;Avião
0000272;002647;35-C33;TEXTRON AVIATION INC.;TEXTRON;Avião
0000273;002647;35-C33A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000277;002647;36;TEXTRON AVIATION INC.;TEXTRON;Avião
0000294;002647;401;TEXTRON AVIATION INC.;TEXTRON;Avião
0000295;002647;401A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000296;002647;401B;TEXTRON AVIATION INC.;TEXTRON;Avião
0000297;002647;402;TEXTRON AVIATION INC.;TEXTRON;Avião
0000298;002647;402A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000299;002647;402B;TEXTRON AVIATION INC.;TEXTRON;Avião
0000300;002647;402C;TEXTRON AVIATION INC.;TEXTRON;Avião
0000302;002647;411;TEXTRON AVIATION INC.;TEXTRON;Avião
0000303;002647;411A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000306;002647;414;TEXTRON AVIATION INC.;TEXTRON;Avião
0000307;002647;414A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000310;002647;421;TEXTRON AVIATION INC.;TEXTRON;Avião
0000312;002647;421B;TEXTRON AVIATION INC.;TEXTRON;Avião
0000313;002647;421C;TEXTRON AVIATION INC.;TEXTRON;Avião
0000345;002647;500;TEXTRON AVIATION INC.;TEXTRON;Avião
0000352;002647;501;TEXTRON AVIATION INC.;TEXTRON;Avião
0000355;002647;550 II;TEXTRON AVIATION INC.;TEXTRON;Avião
0000356;002647;550;TEXTRON AVIATION INC.;TEXTRON;Avião
0000357;002647;551;TEXTRON AVIATION INC.;TEXTRON;Avião
0000369;002647;560 Encore;TEXTRON AVIATION INC.;TEXTRON;Avião
0000371;002647;560;TEXTRON AVIATION INC.;TEXTRON;Avião
0000372;002647;560 Ultra;TEXTRON AVIATION INC.;TEXTRON;Avião
0000373;002647;560 XL;TEXTRON AVIATION INC.;TEXTRON;Avião
0000377;002647;56TC;TEXTRON AVIATION INC.;TEXTRON;Avião
0000378;002647;58;TEXTRON AVIATION INC.;TEXTRON;Avião
0000380;002647;58P;TEXTRON AVIATION INC.;TEXTRON;Avião
0000382;002647;58TC;TEXTRON AVIATION INC.;TEXTRON;Avião
0000384;002647;60;TEXTRON AVIATION INC.;TEXTRON;Avião
0000387;002647;560 Encore+;TEXTRON AVIATION INC.;TEXTRON;Avião
0000393;002647;65;TEXTRON AVIATION INC.;TEXTRON;Avião
0000394;002647;65-80;TEXTRON AVIATION INC.;TEXTRON;Avião
0000395;002647;65-88;TEXTRON AVIATION INC.;TEXTRON;Avião
0000396;002647;65-90;TEXTRON AVIATION INC.;TEXTRON;Avião
0000397;002647;65-A80;TEXTRON AVIATION INC.;TEXTRON;Avião
0000399;002647;65-A90;TEXTRON AVIATION INC.;TEXTRON;Avião
0000404;002647;65-B80;TEXTRON AVIATION INC.;TEXTRON;Avião
0000427;002647;70;TEXTRON AVIATION INC.;TEXTRON;Avião
0000550;002647;95;TEXTRON AVIATION INC.;TEXTRON;Avião
0000551;002647;95-55;TEXTRON AVIATION INC.;TEXTRON;Avião
0000552;002647;95-A55;TEXTRON AVIATION INC.;TEXTRON;Avião
0000553;002647;95-B55;TEXTRON AVIATION INC.;TEXTRON;Avião
0000556;002647;95-C55;TEXTRON AVIATION INC.;TEXTRON;Avião
0000634;002647;A150K;TEXTRON AVIATION INC.;TEXTRON;Avião
0000635;002647;A150L;TEXTRON AVIATION INC.;TEXTRON;Avião
0000636;002647;A150M;TEXTRON AVIATION INC.;TEXTRON;Avião
0000637;002647;A152;TEXTRON AVIATION INC.;TEXTRON;Avião
0000638;002647;A185E;TEXTRON AVIATION INC.;TEXTRON;Avião
0000639;002647;A185F;TEXTRON AVIATION INC.;TEXTRON;Avião
0000640;002647;A188;TEXTRON AVIATION INC.;TEXTRON;Avião
0000641;002647;A188A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000642;002647;A188B;TEXTRON AVIATION INC.;TEXTRON;Avião
0000645;002647;A200;TEXTRON AVIATION INC.;TEXTRON;Avião
0000654;002647;A35;TEXTRON AVIATION INC.;TEXTRON;Avião
0000655;002647;A36;TEXTRON AVIATION INC.;TEXTRON;Avião
0000656;002647;A36TC;TEXTRON AVIATION INC.;TEXTRON;Avião
0000657;002647;A56TC;TEXTRON AVIATION INC.;TEXTRON;Avião
0000658;002647;A60;TEXTRON AVIATION INC.;TEXTRON;Avião
0000659;002647;A65;TEXTRON AVIATION INC.;TEXTRON;Avião
0000755;002647;B200;TEXTRON AVIATION INC.;TEXTRON;Avião
0000758;002647;B200T;TEXTRON AVIATION INC.;TEXTRON;Avião
0000761;002647;B300;TEXTRON AVIATION INC.;TEXTRON;Avião
0000762;002647;B300C;TEXTRON AVIATION INC.;TEXTRON;Avião
0000763;002647;B35;TEXTRON AVIATION INC.;TEXTRON;Avião
0000764;002647;B36TC;TEXTRON AVIATION INC.;TEXTRON;Avião
0000766;002647;B60;TEXTRON AVIATION INC.;TEXTRON;Avião
0000769;002647;B90;TEXTRON AVIATION INC.;TEXTRON;Avião
0000770;002647;B95;TEXTRON AVIATION INC.;TEXTRON;Avião
0000771;002647;B95A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000838;002647;C35;TEXTRON AVIATION INC.;TEXTRON;Avião
0000840;002647;C90;TEXTRON AVIATION INC.;TEXTRON;Avião
0000842;002647;C90A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000856;002647;525;TEXTRON AVIATION INC.;TEXTRON;Avião
0000857;002647;525A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000882;002647;D35;TEXTRON AVIATION INC.;TEXTRON;Avião
0000889;002647;D55;TEXTRON AVIATION INC.;TEXTRON;Avião
0000984;002647;E310H;TEXTRON AVIATION INC.;TEXTRON;Avião
0000985;002647;E310J;TEXTRON AVIATION INC.;TEXTRON;Avião
0000987;002647;E33A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000988;002647;E33C;TEXTRON AVIATION INC.;TEXTRON;Avião
0000989;002647;E35;TEXTRON AVIATION INC.;TEXTRON;Avião
0000991;002647;E55;TEXTRON AVIATION INC.;TEXTRON;Avião
0000995;002647;E90;TEXTRON AVIATION INC.;TEXTRON;Avião
0001105;002647;F33A;TEXTRON AVIATION INC.;TEXTRON;Avião
0001106;002647;F33C;TEXTRON AVIATION INC.;TEXTRON;Avião
0001107;002647;F35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001109;002647;F90;TEXTRON AVIATION INC.;TEXTRON;Avião
0001151;002647;G33;TEXTRON AVIATION INC.;TEXTRON;Avião
0001152;002647;G35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001163;002647;H35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001188;002647;J35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001214;002647;K35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001276;002647;M35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001333;002647;N35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001365;002647;P206A;TEXTRON AVIATION INC.;TEXTRON;Avião
0001366;002647;P206B;TEXTRON AVIATION INC.;TEXTRON;Avião
0001367;002647;P206C;TEXTRON AVIATION INC.;TEXTRON;Avião
0001368;002647;P206D;TEXTRON AVIATION INC.;TEXTRON;Avião
0001369;002647;P206E;TEXTRON AVIATION INC.;TEXTRON;Avião
0001370;002647;P210N;TEXTRON AVIATION INC.;TEXTRON;Avião
0001371;002647;P210R;TEXTRON AVIATION INC.;TEXTRON;Avião
0001373;002647;P35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001526;002647;R172K;TEXTRON AVIATION INC.;TEXTRON;Avião
0001527;002647;R182;TEXTRON AVIATION INC.;TEXTRON;Avião
0001603;002647;S35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001604;002647;S550;TEXTRON AVIATION INC.;TEXTRON;Avião
0001655;002647;T182;TEXTRON AVIATION INC.;TEXTRON;Avião
0001657;002647;T188C;TEXTRON AVIATION INC.;TEXTRON;Avião
0001659;002647;T206H;TEXTRON AVIATION INC.;TEXTRON;Avião
0001660;002647;T207;TEXTRON AVIATION INC.;TEXTRON;Avião
0001661;002647;T207A;TEXTRON AVIATION INC.;TEXTRON;Avião
0001662;002647;T210F;TEXTRON AVIATION INC.;TEXTRON;Avião
0001663;002647;T210G;TEXTRON AVIATION INC.;TEXTRON;Avião
0001664;002647;T210H;TEXTRON AVIATION INC.;TEXTRON;Avião
0001665;002647;T210J;TEXTRON AVIATION INC.;TEXTRON;Avião
0001666;002647;T210K;TEXTRON AVIATION INC.;TEXTRON;Avião
0001667;002647;T210L;TEXTRON AVIATION INC.;TEXTRON;Avião
0001668;002647;T210M;TEXTRON AVIATION INC.;TEXTRON;Avião
0001669;002647;T210N;TEXTRON AVIATION INC.;TEXTRON;Avião
0001670;002647;T210R;TEXTRON AVIATION INC.;TEXTRON;Avião
0001674;002647;T310R;TEXTRON AVIATION INC.;TEXTRON;Avião
0001694;002647;TP206A;TEXTRON AVIATION INC.;TEXTRON;Avião
0001695;002647;TP206B;TEXTRON AVIATION INC.;TEXTRON;Avião
0001696;002647;TP206C;TEXTRON AVIATION INC.;TEXTRON;Avião
0001697;002647;TP206D;TEXTRON AVIATION INC.;TEXTRON;Avião
0001698;002647;TP206E;TEXTRON AVIATION INC.;TEXTRON;Avião
0001699;002647;TR182;TEXTRON AVIATION INC.;TEXTRON;Avião
0001700;002647;TU206A;TEXTRON AVIATION INC.;TEXTRON;Avião
0001701;002647;TU206B;TEXTRON AVIATION INC.;TEXTRON;Avião
0001702;002647;TU206C;TEXTRON AVIATION INC.;TEXTRON;Avião
0001703;002647;TU206D;TEXTRON AVIATION INC.;TEXTRON;Avião
0001704;002647;TU206E;TEXTRON AVIATION INC.;TEXTRON;Avião
0001705;002647;TU206F;TEXTRON AVIATION INC.;TEXTRON;Avião
0001706;002647;TU206G;TEXTRON AVIATION INC.;TEXTRON;Avião
0001708;002647;U206;TEXTRON AVIATION INC.;TEXTRON;Avião
0001709;002647;U206A;TEXTRON AVIATION INC.;TEXTRON;Avião
0001710;002647;U206B;TEXTRON AVIATION INC.;TEXTRON;Avião
0001711;002647;U206C;TEXTRON AVIATION INC.;TEXTRON;Avião
0001712;002647;U206D;TEXTRON AVIATION INC.;TEXTRON;Avião
0001713;002647;U206E;TEXTRON AVIATION INC.;TEXTRON;Avião
0001714;002647;U206F;TEXTRON AVIATION INC.;TEXTRON;Avião
0001715;002647;U206G;TEXTRON AVIATION INC.;TEXTRON;Avião
0001723;002647;V35;TEXTRON AVIATION INC.;TEXTRON;Avião
0001724;002647;V35A;TEXTRON AVIATION INC.;TEXTRON;Avião
0001725;002647;V35B;TEXTRON AVIATION INC.;TEXTRON;Avião
0003324;002647;T-50;TEXTRON AVIATION INC.;TEXTRON;Avião
0003327;002647;404;TEXTRON AVIATION INC.;TEXTRON;Avião
0003784;002647;B200;TEXTRON AVIATION INC.;TEXTRON;Hélice
0004128;002647;525B;TEXTRON AVIATION INC.;TEXTRON;Avião
0004189;002647;680;TEXTRON AVIATION INC.;TEXTRON;Avião
0004197;002647;C90GT;TEXTRON AVIATION INC.;TEXTRON;Avião
0004202;002647;G36;TEXTRON AVIATION INC.;TEXTRON;Avião
0004203;002647;G58;TEXTRON AVIATION INC.;TEXTRON;Avião
0004289;002647;B200GT;TEXTRON AVIATION INC.;TEXTRON;Avião
0004290;002647;B200CGT;TEXTRON AVIATION INC.;TEXTRON;Avião
0004295;002647;C90GTi;TEXTRON AVIATION INC.;TEXTRON;Avião
0004505;002647;525C;TEXTRON AVIATION INC.;TEXTRON;Avião
0004564;002647;200T;TEXTRON AVIATION INC.;TEXTRON;Avião
0004760;002647;680A;TEXTRON AVIATION INC.;TEXTRON;Avião
0000003;000226;T182T;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000025;000226;120;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000026;000226;140;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000027;000226;140A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000028;000226;150;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000029;000226;150A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000030;000226;150B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000031;000226;150C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000032;000226;150D;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000033;000226;150E;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000034;000226;150F;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000035;000226;150G;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000036;000226;150H;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000037;000226;150J;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000038;000226;150K;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000039;000226;150L;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000040;000226;150M;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000041;000226;152;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000043;000226;170;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000044;000226;170A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000045;000226;170B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000046;000226;172;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000047;000226;172A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000048;000226;172B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000049;000226;172C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000050;000226;172D;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000051;000226;172E;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000052;000226;172F;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000053;000226;172G;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000054;000226;172H;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000055;000226;172I;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000056;000226;172K;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000057;000226;172L;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000058;000226;172M;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000059;000226;172N;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000060;000226;172P;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000061;000226;172Q;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000062;000226;172R;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000063;000226;172RG;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000064;000226;172S;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000065;000226;175;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000066;000226;175A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000067;000226;175B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000068;000226;175C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000069;000226;177;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000070;000226;177A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000071;000226;177B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000072;000226;177RG;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000073;000226;180;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000074;000226;180A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000075;000226;180B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000076;000226;180C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000077;000226;180D;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000078;000226;180E;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000079;000226;180F;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000080;000226;180G;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000081;000226;180H;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000082;000226;180J;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000083;000226;180K;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000084;000226;182;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000085;000226;182S;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000086;000226;182A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000087;000226;182B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000088;000226;182C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000089;000226;182D;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000090;000226;182E;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000091;000226;182F;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000092;000226;182G;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000093;000226;182H;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000094;000226;182J;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000095;000226;182K;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000096;000226;182L;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000097;000226;182M;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000098;000226;182N;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000099;000226;182P;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000100;000226;182Q;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000101;000226;182R;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000102;000226;182T;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000104;000226;185;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000105;000226;185A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000106;000226;185B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000107;000226;185C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000108;000226;185D;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000109;000226;185E;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000110;000226;188;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000111;000226;188A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000113;000226;188B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000116;000226;190;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000120;000226;195;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000132;000226;206;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000134;000226;206H;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000144;000226;207;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000145;000226;207A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000146;000226;208;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000147;000226;208A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000148;000226;208B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000149;000226;210;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000150;000226;210-5 (205);TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000151;000226;210-5A (205A);TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000152;000226;210A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000153;000226;210B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000154;000226;210C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000155;000226;210D;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000156;000226;210E;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000157;000226;210F;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000158;000226;210G;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000159;000226;210H;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000160;000226;210J;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000161;000226;210K;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000162;000226;210L;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000163;000226;210M;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000164;000226;210N;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000166;000226;210R;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000225;000226;310;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000226;000226;310A;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000227;000226;310B;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
0000228;000226;310C;TEXTRON AVIATION, INC. DBA TEXTRON AVIATION SERVICE;TEXTRON WICHITA;Avião
