Atualizado em: 2020-07-01
"PROD_CODI";"ORG_CODI";"PROD_NOME";"ORG_NOME";"ORG_NABREV";"PRODT_DESCR"
0001650;001603;T-211;AD AEROSPACE INC.;AD AEROSPACE;Avião
0000668;000039;AB-115;AERO BOERO S/A;AERO BOERO;Avião
0000669;000039;AB-180;AERO BOERO S/A;AERO BOERO;Avião
0002884;000306;J-2;AERO RESOURCES;AERO RESOURCES;Avião
0000672;001010;AMT-100;AEROMOT - INDÚSTRIA MECÂNICO-METALÚRGICA LTDA.;AEROMOT INDÚSTRIA;Planador / Motoplanador
0000673;001010;AMT-200;AEROMOT - INDÚSTRIA MECÂNICO-METALÚRGICA LTDA.;AEROMOT INDÚSTRIA;Planador / Motoplanador
0000674;001010;AMT-200S;AEROMOT - INDÚSTRIA MECÂNICO-METALÚRGICA LTDA.;AEROMOT INDÚSTRIA;Planador / Motoplanador
0000675;001010;AMT-300;AEROMOT - INDÚSTRIA MECÂNICO-METALÚRGICA LTDA.;AEROMOT INDÚSTRIA;Planador / Motoplanador
0000677;001010;AMT-600;AEROMOT - INDÚSTRIA MECÂNICO-METALÚRGICA LTDA.;AEROMOT INDÚSTRIA;Avião
0004231;001010;AMT-200SO;AEROMOT - INDÚSTRIA MECÂNICO-METALÚRGICA LTDA.;AEROMOT INDÚSTRIA;Planador / Motoplanador
0004291;001010;AMT-300O;AEROMOT - INDÚSTRIA MECÂNICO-METALÚRGICA LTDA.;AEROMOT INDÚSTRIA;Planador / Motoplanador
0002886;000304;AL60;AERONAUTICA MACCHI;AERONAUTICA MACCHI;Avião
0000042;000042;15AC;AERONCA INC.;AERONCA;Avião
0000516;000042;7AC;AERONCA INC.;AERONCA;Avião
0000520;000042;7DC;AERONCA INC.;AERONCA;Avião
0000521;000042;7EC;AERONCA INC.;AERONCA;Avião
0000522;000042;7ECA;AERONCA INC.;AERONCA;Avião
0000526;000042;7GCAA;AERONCA INC.;AERONCA;Avião
0000527;000042;7GCB;AERONCA INC.;AERONCA;Avião
0000529;000042;7GCBC;AERONCA INC.;AERONCA;Avião
0000533;000042;7KCAB;AERONCA INC.;AERONCA;Avião
0001359;000042;O-58B;AERONCA INC.;AERONCA;Avião
0002965;000042;65-C;AERONCA INC.;AERONCA;Avião
0002985;000042;S-65-CA;AERONCA INC.;AERONCA;Avião
0001133;000308;G-164;AG CAT CORPORATION;AG CAT;Avião
0001134;000308;G-164A;AG CAT CORPORATION;AG CAT;Avião
0003513;001631;L-4MB;AIR REPAIR, INC.;AIR REPAIR;Motor Aeronáutico
0003514;001631;L-6MB;AIR REPAIR, INC.;AIR REPAIR;Motor Aeronáutico
0003516;001631;R-755A2;AIR REPAIR, INC.;AIR REPAIR;Motor Aeronáutico
0003517;001631;R-755A2M1;AIR REPAIR, INC.;AIR REPAIR;Motor Aeronáutico
0004818;001631;R-755A2M;AIR REPAIR, INC.;AIR REPAIR;Motor Aeronáutico
0003440;000309;B-34;AIR TRADING;AIR TRADING;Avião
0003441;000309;PV-1;AIR TRADING;AIR TRADING;Avião
0000687;000335;AS 332 L;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000688;000335;AS 332 L1;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000691;000335;AS 332 L2;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000692;000335;AS 350 B;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000693;000335;AS 350 B1;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000694;000335;AS 350 B2;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000695;000335;AS 350 B3;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000696;000335;AS 350 BA;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000701;000335;AS 355 F;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000702;000335;AS 355 F1;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000703;000335;AS 355 F2;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000704;000335;AS 355 N;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000707;000335;SA 365 C2;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000710;000335;SA 365 N;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000711;000335;SA 365 N1;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000712;000335;AS 365 N2;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000713;000335;AS 365 N3;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000997;000335;EC 120 B;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000998;000335;EC 155 B;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0001613;000335;SA 318 C;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0001619;000335;SA 330 J;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0003334;000335;SA 341 G;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0004010;000335;EC 130 B4;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0004218;000335;EC 155 B1;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0004353;000335;EC 225 LP;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0004570;000335;AS 355 NP;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0004607;000335;EC130T2;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0004777;000335;EC175 B;AIRBUS HELICOPTERS;AIRBUS HELICOPTERS;Helicóptero
0000781;000334;BK 117 D-2 ;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000782;000334;BK 117 A-3;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000783;000334;BK 117 A-4;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000784;000334;BK 117 B-1;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000785;000334;BK 117 B-2;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000786;000334;BK 117 C-1;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000811;000334;BO105 LS A-1;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000813;000334;BO105 C;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000815;000334;BO105 S;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000999;000334;EC 135 P1;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0001000;000334;EC 135 T1;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0002747;000334;EC 135 P2;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0004125;000334;EC 135 T2;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0004210;000334;EC 135 P2+;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0004211;000334;EC 135 T2+;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0004338;000334;BK 117 C-2;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0004783;000334;EC 135 P3;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0004784;000334;EC 135 T3;AIRBUS HELICOPTERS DEUTSCHLAND GMBH;AIRBUS HELICOPTERS GERMANY;Helicóptero
0000566;000031;A300B2-203;AIRBUS SAS;AIRBUS;Avião
0000567;000031;A300B2-203FF;AIRBUS SAS;AIRBUS;Avião
0000571;000031;A300B4-203;AIRBUS SAS;AIRBUS;Avião
0000572;000031;A300B4-203FF;AIRBUS SAS;AIRBUS;Avião
0000580;000031;A310-203;AIRBUS SAS;AIRBUS;Avião
0000581;000031;A310-204;AIRBUS SAS;AIRBUS;Avião
0000582;000031;A310-221;AIRBUS SAS;AIRBUS;Avião
0000583;000031;A310-222;AIRBUS SAS;AIRBUS;Avião
0000585;000031;A310-304;AIRBUS SAS;AIRBUS;Avião
0000586;000031;A310-308;AIRBUS SAS;AIRBUS;Avião
0000587;000031;A310-322;AIRBUS SAS;AIRBUS;Avião
0000588;000031;A310-324;AIRBUS SAS;AIRBUS;Avião
0000589;000031;A310-325;AIRBUS SAS;AIRBUS;Avião
0000590;000031;A319-111;AIRBUS SAS;AIRBUS;Avião
0000591;000031;A319-112;AIRBUS SAS;AIRBUS;Avião
0000592;000031;A319-113;AIRBUS SAS;AIRBUS;Avião
0000593;000031;A319-114;AIRBUS SAS;AIRBUS;Avião
0000594;000031;A319-131;AIRBUS SAS;AIRBUS;Avião
0000595;000031;A319-132;AIRBUS SAS;AIRBUS;Avião
0000596;000031;A320-111;AIRBUS SAS;AIRBUS;Avião
0000597;000031;A320-211;AIRBUS SAS;AIRBUS;Avião
0000598;000031;A320-212;AIRBUS SAS;AIRBUS;Avião
0000599;000031;A320-214;AIRBUS SAS;AIRBUS;Avião
0000600;000031;A320-231;AIRBUS SAS;AIRBUS;Avião
0000601;000031;A320-232;AIRBUS SAS;AIRBUS;Avião
0000602;000031;A320-233;AIRBUS SAS;AIRBUS;Avião
0000603;000031;A321-111;AIRBUS SAS;AIRBUS;Avião
0000604;000031;A321-112;AIRBUS SAS;AIRBUS;Avião
0000605;000031;A321-131;AIRBUS SAS;AIRBUS;Avião
0000606;000031;A330-202;AIRBUS SAS;AIRBUS;Avião
0000607;000031;A330-223;AIRBUS SAS;AIRBUS;Avião
0000608;000031;A330-243;AIRBUS SAS;AIRBUS;Avião
0000609;000031;A330-301;AIRBUS SAS;AIRBUS;Avião
0000610;000031;A330-321;AIRBUS SAS;AIRBUS;Avião
0000611;000031;A330-322;AIRBUS SAS;AIRBUS;Avião
0003437;000031;A330-203;AIRBUS SAS;AIRBUS;Avião
0004093;000031;A319-115;AIRBUS SAS;AIRBUS;Avião
0004094;000031;A319-133;AIRBUS SAS;AIRBUS;Avião
0004271;000031;A340-541;AIRBUS SAS;AIRBUS;Avião
0004272;000031;A340-542;AIRBUS SAS;AIRBUS;Avião
0004273;000031;A340-642;AIRBUS SAS;AIRBUS;Avião
0004274;000031;A340-643;AIRBUS SAS;AIRBUS;Avião
0004331;000031;A321-211;AIRBUS SAS;AIRBUS;Avião
0004332;000031;A321-212;AIRBUS SAS;AIRBUS;Avião
0004333;000031;A321-213;AIRBUS SAS;AIRBUS;Avião
0004334;000031;A321-231;AIRBUS SAS;AIRBUS;Avião
0004335;000031;A321-232;AIRBUS SAS;AIRBUS;Avião
0004488;000031;A318-111;AIRBUS SAS;AIRBUS;Avião
0004489;000031;A318-112;AIRBUS SAS;AIRBUS;Avião
0004490;000031;A318-121;AIRBUS SAS;AIRBUS;Avião
0004491;000031;A318-122;AIRBUS SAS;AIRBUS;Avião
0004601;000031;A330-223F;AIRBUS SAS;AIRBUS;Avião
0004602;000031;A330-243F;AIRBUS SAS;AIRBUS;Avião
0004748;000031;A-350;AIRBUS SAS;AIRBUS;Avião
0004837;000031;A320-251N;AIRBUS SAS;AIRBUS;Avião
0004838;000031;A320-271N;AIRBUS SAS;AIRBUS;Avião
0004868;000031;A330-941;AIRBUS SAS;AIRBUS;Avião
0004905;000031;A320-252N;AIRBUS SAS;AIRBUS;Avião
0004906;000031;A320-253N;AIRBUS SAS;AIRBUS;Avião
0004907;000031;A320-272N;AIRBUS SAS;AIRBUS;Avião
0004908;000031;A320-273N;AIRBUS SAS;AIRBUS;Avião
0004909;000031;A321-251N;AIRBUS SAS;AIRBUS;Avião
0004910;000031;A321-252N;AIRBUS SAS;AIRBUS;Avião
0004911;000031;A321-253N;AIRBUS SAS;AIRBUS;Avião
0004912;000031;A321-271N;AIRBUS SAS;AIRBUS;Avião
0004913;000031;A321-272N;AIRBUS SAS;AIRBUS;Avião
0004918;000031;A321-251NX;AIRBUS SAS;AIRBUS;Avião
0004919;000031;A321-252NX;AIRBUS SAS;AIRBUS;Avião
0004920;000031;A321-253NX;AIRBUS SAS;AIRBUS;Avião
0004921;000031;A321-271NX;AIRBUS SAS;AIRBUS;Avião
0004922;000031;A321-272NX;AIRBUS SAS;AIRBUS;Avião
0001223;001025;L-13;AIRCRAFT INDUSTRIES A.S.;AI;Planador / Motoplanador
0001226;001025;L-23;AIRCRAFT INDUSTRIES A.S.;AI;Planador / Motoplanador
0001229;001025;L410 UVP-E20;AIRCRAFT INDUSTRIES A.S.;AI;Avião
0003274;000312;A-9B;AIRCRAFT PARTS;AIRCRAFT PARTS;Avião
0000828;000313;C-46A;AIRLIFT INTERNATIONAL;AIRLIFT;Avião
0000829;000313;C-46D;AIRLIFT INTERNATIONAL;AIRLIFT;Avião
0000830;000313;C-46F;AIRLIFT INTERNATIONAL;AIRLIFT;Avião
0000831;000313;C-46R;AIRLIFT INTERNATIONAL;AIRLIFT;Avião
0004822;002444;138S;AIRSHIP DO BRASIL INDÚSTRIA E SERVIÇOS AÉREOS ESPECIALIZADOS S.A.;AIRSHIP DO BRASIL;Balão / Dirigível
0000723;000082;AT-401;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000725;000082;AT-401B;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000727;000082;AT-402A;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000728;000082;AT-501;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000729;000082;AT-502;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000730;000082;AT-502A;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000731;000082;AT-502B;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000733;000082;AT-503A;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000740;000082;AT-802;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000741;000082;AT-802A;AIRTRACTOR, INC;AIRTRACTOR;Avião
0004084;000082;AT-402B;AIRTRACTOR, INC;AIRTRACTOR;Avião
0004367;000082;AT-602;AIRTRACTOR, INC;AIRTRACTOR;Avião
0004509;000082;AT-504;AIRTRACTOR, INC;AIRTRACTOR;Avião
0000716;000047;ASW 20;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0000718;000047;ASW 20BL;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0000721;000047;ASW 20L;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0003401;000047;ASW 15;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0004215;000047;KA 6 CR;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0004330;000047;ASK-21;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0004585;000047;ASH 31 Mi;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0004586;000047;ASW 28;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0004587;000047;ASW 28-18;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Planador / Motoplanador
0004604;000047;AS2F1-1;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Hélice
0004604;002228;AS2F1-1;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Hélice
0004606;000047;AS2F1-3;ALEXANDER SCHLEICHER;ALEXANDER SCHLEICHER;Hélice
0004604;002277;AS2F1-1;ALEXANDER SCHLEICHER GMBH & CO, SEGELFLUGZEUGBAU ;A. S. - PROPELLER;Hélice
0004606;002277;AS2F1-3;ALEXANDER SCHLEICHER GMBH & CO, SEGELFLUGZEUGBAU ;A. S. - PROPELLER;Hélice
0003285;001605;17-30;ALEXANDRIA AIRCRAFT, LLC;ALEXANDRIA AIRCRAFT;Avião
0004592;001605;14-19-3;ALEXANDRIA AIRCRAFT, LLC;ALEXANDRIA AIRCRAFT;Avião
0004780;001605;17-30A;ALEXANDRIA AIRCRAFT, LLC;ALEXANDRIA AIRCRAFT;Avião
0003275;000314;10A;ALL AMERICAN AIRCRAFT;ALL AMERICAN ACFT;Avião
0000001;000388;501-D13;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0000200;000388;501-D13A;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001738;000388;250-C18;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001739;000388;250-C18A;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001740;000388;250-C18B;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001741;000388;250-C18C;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001743;000388;250-C20;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001744;000388;250-C20B;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001746;000388;250-C20F;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001747;000388;250-C20J;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001749;000388;250-C20R/1;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001750;000388;250-C20R/2;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001751;000388;225-C10;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001765;000388;250-C28B;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001766;000388;250-C28C;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001767;000388;250-C30;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001769;000388;250-C30M;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001770;000388;250-C30P;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001772;000388;250-C30S;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002827;000388;250-C30G;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002838;000388;250-C20R;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002839;000388;250-C20R/4;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002840;000388;250-C20W;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002870;000388;250-C30G/2;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002871;000388;250-C40B;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002879;000388;AE3007A1/1;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002882;000388;AE3007A;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002904;000388;AE3007A1;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002905;000388;AE3007A1/2;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002906;000388;AE3007A3;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002907;000388;AE3007C;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002914;000388;250-C47M;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002917;000388;250-C47B;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002986;000388;AE3007A1/3;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0002987;000388;AE3007A1P;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0003435;000388;AE3007A1E;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0003436;000388;AE3007C1;ALLISON ENGINE CO.;ALLISON ENGINE;Motor Aeronáutico
0001645;001607;SZD-51-1;ALLSTAR PZL GLIDER SP. Z O.O.;ALLSTAR PZL;Planador / Motoplanador
0004928;001607;SZD-55-1;ALLSTAR PZL GLIDER SP. Z O.O.;ALLSTAR PZL;Planador / Motoplanador
0003461;000389;Leonides 502/4;ALVIS LIMITED;ALVIS LIMITED;Motor Aeronáutico
0003280;001980;AA-1;AMERICAN AVIATION;AMERICAN AVIATION;Avião
0003281;001980;AA-5;AMERICAN AVIATION;AMERICAN AVIATION;Avião
0000623;000987;A-60;AMERICAN BLIMP CORPORATION;AMERICAN BLIMP;Balão / Dirigível
0000624;000987;A-60+;AMERICAN BLIMP CORPORATION;AMERICAN BLIMP;Balão / Dirigível
0004012;000987;A-1-50;AMERICAN BLIMP CORPORATION;AMERICAN BLIMP;Balão / Dirigível
0000022;000242;11AC;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000516;000242;7AC;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000520;000242;7DC;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000521;000242;7EC;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000522;000242;7ECA;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000526;000242;7GCAA;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000527;000242;7GCB;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000529;000242;7GCBC;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000533;000242;7KCAB;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000543;000242;8GCBC;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000544;000242;8KCAB;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0003279;000242;11CC;AMERICAN CHAMPION AIRCRAFT CORP.;AMERICAN CHAMPION;Avião
0000670;000048;AB-1;ANTÔNIO BARROS;ANTÔNIO BARROS;Planador / Motoplanador
0000846;001608;CAP 10B;APEX AIRCRAFT;APEX AIRCRAFT;Avião
0001077;002617;F 406;ASI AVIATION;ASI AVIATION;Avião
0000743;001012;ATR 42-300;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0000744;001012;ATR 42-320;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0000745;001012;ATR 72-101;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0000746;001012;ATR 72-102;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0000747;001012;ATR 72-201;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0000748;001012;ATR 72-202;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0000750;001012;ATR 72-212;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0004102;001012;ATR 42-500;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0004103;001012;ATR 72-212A;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR;Avião
0004441;001651;E4;AUSTRO ENGINE GMBH;AUSTRO ENGINE GMBH;Motor Aeronáutico
0004597;001651;AE50R;AUSTRO ENGINE GMBH;AUSTRO ENGINE GMBH;Motor Aeronáutico
0004598;001651;AE50RA;AUSTRO ENGINE GMBH;AUSTRO ENGINE GMBH;Motor Aeronáutico
0004599;001651;AE50RAB;AUSTRO ENGINE GMBH;AUSTRO ENGINE GMBH;Motor Aeronáutico
0004600;001651;IAE50R-AA;AUSTRO ENGINE GMBH;AUSTRO ENGINE GMBH;Motor Aeronáutico
0004835;001651;E4P;AUSTRO ENGINE GMBH;AUSTRO ENGINE GMBH;Motor Aeronáutico
0003699;000409;P220;AVCO LYCOMING-SMITH;AVCO LYCOMING-SMITH;Hélice
0003209;000003;V 508;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0003221;000003;VJ8.510;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0003249;000003;V 508B;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0003264;000003;V 508D-AG;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0003433;000003;V 510;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0004047;000003;V 510AG;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0004066;000003;V 508D;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0004067;000003;V 508D-2;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0004068;000003;V 508E;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0004070;000003;V 508E-AG;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0004071;000003;V 508Z;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0004545;000003;V508H;AVIA PROPELLER INC.;AVIA PROPELLER;Hélice
0000612;000085;A-1;AVIAT AIRCRAFT INC.;AVIAT;Avião
0004355;000085;S-2A;AVIAT AIRCRAFT INC.;AVIAT;Avião
0004619;000085;A-1C-180;AVIAT AIRCRAFT INC.;AVIAT;Avião
0001539;000438;S-2R;AYRES CORPORATION;AYRES;Avião
0001598;000438;S2R-T34;AYRES CORPORATION;AYRES;Avião
0004208;000438;S2R-T660;AYRES CORPORATION;AYRES;Avião
0004633;002310;BB17GP;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004638;002310;BB45N;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004639;002310;BB20E;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004640;002310;BB20ED;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004641;002310;BB60N;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004642;002310;BB20GP;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004643;002310;BB100Z;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004644;002310;BB22E;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004645;002310;BB22ED;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004646;002310;BB22;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004647;002310;BB22D;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004648;002310;BB22N;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
0004649;002310;BB22Z;BALONY KUBÍCEK SPOL. S R.O.;KUBICEK BALLONS;Balão / Dirigível
